name,category,price,label,rating,description,details,stock,sold_stock,discount,charms,jewel_set_products,created_at,is_charm_spreadable
Wave Hoops,earring,54150,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Wave Sparklore dengan desain elegan dan unik, terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. Bosan dengan anting bulat atar hoops polos biasa? ganti dengan koleksi hoops sparklore!

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Wave Hoops Earrings - Anting Wave Sparklore
Bahan : Titanium Berlapis Emas 18k",20,0,0,FALSE,,,
Twist of Time Studs ,earring,113999.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Twist of Time Sparklroe dengan desain elegan dan unik, terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Twist of Time Earrings - Anting Twist of Time 
Bahan : Titanium Berlapis Emas 18k ",20,0,0,FALSE,,,
Double Chain Studs,earring,108300,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Double Chain Sparklroe dengan desain elegan dan unik, terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Double Chain Earrings - Anting CoraShell
Bahan : Titanium Berlapis Emas 18k ",20,0,0,FALSE,,,
Silver Silvella Hoop ( Small ),earring,117325,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan  dari waktu ke waktu. 

Anting Silver Silvella Hoop Sparklore  terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan cocok digunakan sebagai sehari-hari.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Silver Silvella Hoop Earrings - Anting Silver Silvella Hoop Sparklore
Bahan : Batu Zircon & Titanium (Waterproof, Anti karat & Anti Menghitam)
Ukuran : Tersedia dalam 2 ukuran
Ukuran Medium : 12mm*2.5
Ukuran Small : 10mm*2.5",20,0,0,FALSE,,,
Silver Silvella Hoop ( Medium ),earring,135375,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan  dari waktu ke waktu. 

Anting Silver Silvella Hoop Sparklore  terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan cocok digunakan sebagai sehari-hari.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Silver Silvella Hoop Earrings - Anting Silver Silvella Hoop Sparklore
Bahan : Batu Zircon & Titanium (Waterproof, Anti karat & Anti Menghitam)
Ukuran : Tersedia dalam 2 ukuran
Ukuran Medium : 12mm*2.5
Ukuran Small : 10mm*2.5",20,0,0,FALSE,,,
Zen Circles,earring,54150,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Belle Sparklore dengan desain elegan dan mewah atau classy anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. Membuat statement pada penampilan Anda, dan membuat penampilan Anda terlihat lebih elegan dan mewah.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Zen Circles Studs Earrings - Anting Zen Circles Sparklore
Bahan : Titanium Berlapis Emas 18k
Ukuran Produk : ± 2.2 cm x 2.2 cm ",20,0,0,FALSE,,,
Double Shine Studs,earring,117325,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Double Shine Sparklroe dengan desain elegan dan unik, terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Double Shine  Earrings - Anting Double Shine
Bahan : Titanium Berlapis Emas 18k +Batu Zircon",20,0,0,FALSE,,,
Silver Bow Studs,earring,72200,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Anting Silver Bow Studs Sparklore dengan desain manis dan modern dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun menambah aksen tertentu pada penampilan kamu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Silver Bow Studs Earrings - Anting Pita Silver Sparklore
Bahan :  Stainless Steel Anti Karat Waterproof
Ukuran Produk : ± 2 x 1.5 cm",20,0,0,FALSE,,,
Allure Hoops,earring,72200,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Allure Sparklore dengan desain elegan dan timeless, terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. Anting hoops dengan desain yang timeless sehingga tidak akan pernah ketinggalan jaman dan bisa digunakan kapanpun. Membuat penampilan terlihat semakin elegan.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Allure Hoops Earrings - Anting Allure Sparklore
Bahan : Titanium Berlapis Emas 18k",20,0,0,FALSE,,,
Cube Loops Hoops,earring,63175,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Cube Loops Sparklore dengan desain modern dan unik dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. Cocok untuk Anda yang bosan dengen anting bulat, Cube Loops akan membuat penampilan Anda tidak ada duannya. Berbentuk kotak yang memberikan aksen modern dan edgy tetapi tetap terlihat elegan.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Cube Loops Hoops Earrings - Anting Cube Loops Sparklore
Bahan : Titanium Berlapis Emas 18k",20,0,0,FALSE,,,
Elegance Knot Studs,earring,135375,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Elegance Knot Sparklroe dengan desain elegan dan unik, terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Elegance Knot  Earrings - Anting Elegance Knot 
Bahan : Titanium Berlapis Emas 18k",20,0,0,FALSE,,,
Shine Love Studs Zircon Earrings,earring,144400,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Shine Love Sparklore dengan desain elegan, modern dan dengan adanya batu zircon membuat anting ini sangam spesial dan terlihat mewah dan classy. Kemudian terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. Spesial untuk Anda yang tidak terlalu suka anting besar tetapi ingin memberikan aksen tertentu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Shine Love Studs Earrings - Anting Shine Love Sparklore
Bahan : Batu Zircon dan Titanium Berlapis Emas 18k",20,0,0,FALSE,,,
Paper Dangles Earrings,earring,126350,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Anting Paper Dangles Sparklore dengan desain unik dan trendy berwarna silver terbuat dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. Cocok untuk Anda yang suka memakai anting hoops dengan design unik.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Paper Dangles Earrings - Anting Paper Dangles
Bahan : Stainless Steel Waterproof",20,0,0,FALSE,,,
Royal Tears Studs,earring,108300,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Royal Tears Sparklroe dengan desain elegan dan unik, terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Royal Tears Earrings - Anting Royal Tears
Bahan : Titanium Berlapis Emas 18k ",20,0,0,FALSE,,,
Belle Hoops,earring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Belle Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk acara formal maupun semiformal. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Belle Hoops Earrings - Anting Belle Sparklore
Bahan : Titanium Berlapis Emas 18k
Ukuran Produk : 3.5 cm x 2.8 cm X 0.8 cm",20,0,0,FALSE,,,
Round Clip Earring,earring,117325,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Anting Jepit Round Clip Sparklroe dengan desain Simple, cocok untuk perempuan maupun laki-laki yang tidak memiliki tindikan. Terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Round Clip Earrings - Anting Jepit Round Clip
Bahan : Titanium
Ukuran : Diameter 10mm",20,0,0,FALSE,,,
Marbella Ring,ring,90250,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Marbella Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Marbella Ring - Cincin Marbella Sparklore
Bahan :  Titanium Lapis Emas 18k  (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Classic Circle Rings,ring,45125,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Classic Circle Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Classic Circle Silver & Gold Rings - Cincin Timeless Artisan Silver & Gold Sparklore
Bahan Silver :  Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Classic Circle Rings,ring,54150,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Classic Circle Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan y2k. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Classic Circle Silver & Gold Rings - Cincin Timeless Artisan Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Serene Circle Ring,ring,75999.05,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Serene Circle Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Serene Circle Ring - Cincin Serene Circle Sparklore
Bahan :  
Silver : Titanium  (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Serene Circle Ring,ring,85499.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Serene Circle Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Serene Circle Ring - Cincin Serene Circle Sparklore
Bahan :  
Gold :   Titanium Lapis Emas 18k  (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Flow Rings,ring,72200,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Flow Artisan Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]

Nama Produk : Sparklore Flow Artisan Silver & Gold Rings - Cincin Flow Artisan Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Flow Rings,ring,81700,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Flow Artisan Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]

Nama Produk : Sparklore Flow Artisan Silver & Gold Rings - Cincin Flow Artisan Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
