name,category,price,label,rating,description,details,stock,sold_stock,discount,charms,jewel_set_products,created_at,is_charm_spreadable
Split Luxe Ring,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Split Luxe Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Split Luxe Ring - Cincin Split Luxe Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Elora Ring,ring,75999.05,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Elora Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan old money.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Elora Silver & Gold Rings - Cincin Elora Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Elora Ring,ring,85499.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Elora Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan old money.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Elora Silver & Gold Rings - Cincin Elora Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Noir Luxe Ring,ring,90250,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Noir Luxe Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Noir Luxe Ring - Cincin Noir Luxe Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Wavelle Rings,ring,72200,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Wavelle Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Wavelle Ring Silver & Gold Rings - Cincin Wavelle Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Wavelle Rings,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Wavelle Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan elegan. Super minimalist sehingga dapat dipadupadankan dengan berbagai macam aksesoris dan style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Wavelle Ring Silver & Gold Rings - Cincin Wavelle Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Dark Love Ring,ring,90250,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu. 

Cincin Dark Love Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, anting ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Desain modern dan trendy membuat cincin dapat dikombinasikan dengan berbagai style.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Dark Love  Ring - Cincin Dark Love Sparklore
Bahan :  Titanium Lapis Emas 18k  (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Le Jardin Ring,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Le Jardin Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Le Jardin Ring - Cincin Le Jardin Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Timeles Love,ring,45125,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Cincin  Timeles Love Sparklore dengan desain unik dan modern dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan sehari-hari maupun untuk acara formal,  menambahkan sentuhan elegan pada penampilanmu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore  Timeles Love  Ring - Cincin  Timeles Love Sparklore 
Bahan :  Stainless Steel Silver (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Riptide Ring,ring,113999.05,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Riptide Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan old money.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Riptide Silver & Gold Rings - Cincin Riptide Silver & Gold Sparklore
Bahan Silver : Stainless Steel
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Riptide Ring,ring,123499.05,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin  Riptide Sparklore hadir dengan 2 pilihan warna yaitu silver dan gołd, dan denga desain elegan terbuat dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman dipakai setiap hari tanpa risiko iritasi. Ideal untuk dipakai sehari-hari dan sesuai dengan tampilan old money.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Riptide Silver & Gold Rings - Cincin Riptide Silver & Gold Sparklore
Bahan Gold : Stainless Steel Gold Plated 18k (Berlapis Emas 18k)
Size Cincin : Free Size - Tidak ada ukuran karena Adjustable (Bisa disesuaikan dengan ukuran jari masing-masing)",20,0,0,FALSE,,,
Spring Bloom Ring,ring,153425,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Spring Bloom Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal. Dengan detail batu zircon dan bunga membuat cincin ini terkesan super elegan.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Spring Bloom Ring - Cincin Spring BloomSparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Secret Trellis Ring,ring,90250,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Secret Trellis Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal. Old money vibes

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Secret Trellis Ring - Cincin Secret Trellis Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Ivella Ring,ring,81225,gold,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Cincin Ivella Sparklore dengan desain elegan dari titanium anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Dibalut emas 18k, cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan untuk kegiatan sehari-hari maupun acara formal. Old money vibes

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore Ivella Ring - Cincin Ivella Sparklore
Bahan : Titanium Lapis Emas 18k (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Twystant Silver Ring,ring,90250,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu.

Cincin  Twystant Silver Sparklore dengan desain unik dan modern dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan sehari-hari maupun untuk acara formal, menambahkan sentuhan elegan pada penampilanmu. Desain yang trendy membuat kesan stylish dan cool.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore  Twystant Silver Ring - Cincin Twystant Silver Sparklore
Bahan : Stainless Steel Silver (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Soft Hold Silver,ring,81225,silver,5,"[Perawatan Produk]
1. Penyimpanan : Simpan di tempat yang kering, dan lembut untuk menghindari goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu.

Cincin  Soft Hold  Silver Sparklore dengan desain unik dan modern dari Stainless Steel anti karat yang tahan air dan tidak meninggalkan noda hijau di kulit. Cincin ini aman untuk kulit sensitif, bebas alergi, dan nyaman digunakan sehari-hari tanpa risiko iritasi. Cocok digunakan sehari-hari maupun untuk acara formal, menambahkan sentuhan elegan pada penampilanmu. Desain yang trendy membuat kesan stylish dan cool.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam
- Aman untuk kulit sensitif atau alergi
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air
- Warna tahan lama dan tidak mudah pudar","[Detail Produk]
Nama Produk : Sparklore  Soft Hold  Silver Ring - Cincin Soft Hold  Silver Sparklore
Bahan : Stainless Steel Silver (Waterproof, Anti karat & Anti Menghitam)
Ukuran Produk : Adjustable / Bisa disesuaikan sendiri sesuai ukuran jari",20,0,0,FALSE,,,
Luna Pin Silver Bracelet DIY Charm,bracelet,72200,silver,5,"[Product Description]
Gelang Luna Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan lingkaran tengah yang memudahkan kamu menambahkan charm pilihan sesuai kepribadian. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Luna Pin & Luna Loop. Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. ","[Product Detail]
- Bahan: Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai gelang luna (14+5cm)
- 1 / 2 / 3/4 /5 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Luna Loop Silver Bracelet DIY Charm,bracelet,72200,silver,5,"[Product Description]
Gelang Luna Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan lingkaran tengah yang memudahkan kamu menambahkan charm pilihan sesuai kepribadian. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Luna Pin & Luna Loop. Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. ","[Product Detail]
- Bahan: Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai gelang luna (14+5cm)
- 1 / 2 / 3/4 /5 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Luna Kofe Silver Bracelet DIY Charm,bracelet,72200,silver,5,"[Product Description]
Gelang Luna Sparklore dirancang untuk penggunaan sehari-hari maupun acara formal, dengan lingkaran tengah yang memudahkan kamu menambahkan charm pilihan sesuai kepribadian. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian gaya sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan.

*Kami menyediakan 2 pilihan rantai variasi Luna Pin & Luna Loop. Anda bisa memilih jenis rantai/ chain yang lebih cocok dengan style Anda*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan dari waktu ke waktu. 

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi. 
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar. ","[Product Detail]
- Bahan: Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang: 14+5 cm
- Berat: ≈4g

[Paket Hemat] Harga sudah termasuk:  
- 1 pc rantai gelang luna (14+5cm)
- 1 / 2 / 3/4 /5 pcs charms (bisa dipilih)",20,0,0,TRUE,,,
Love Pin Bracelet DIY Charm,bracelet,153425,silver,5,"Sparklore Love Pin Bracelet
*SPECIAL SPARKLORE DESIGN*
*LIMITED EDITION*

[Product Description]
Rantai Sparklore LOVE  dirancang untuk penggunaan sehari-hari maupun acara formal, dengan bentuk LOVE ditengah yang dapat dibuka tutup sehingga memudahkan kamu menambahkan charm pilihan sesuai kepribadian. Desain bentuk Love yang manis membuat gelang mu, dengan dan tanpa charm sudah sangat indah dan kamu bisa menambahkan charm apasaja dan darimanasaja yang kamu inginkan. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian charm sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan. 

*Kami menyediakan 3 Pilihan Rantai; Pin,Loop dan Serut, dan 2 pilihan warna; Gołd & Silver*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi.
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar.","[Product Details]
- Bahan Gold: Titanium dilapisi emas 18K (Waterproof, Anti karat & Anti Menghitam)
- Bahan Silver : Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang Pin & Loop: 14 + 5 cm ( Bisa dilepas jika kepanjangan )
-Panjang Rantai/Gelang Serut : Adjustable Maksimal 20 cm
- Ukuran Love: 11 x 16 mm
- Berat: ≈5g

[Paket Hemat] Harga sudah termasuk:
- 1 pc Rantai Gelang Love (14 + 5 cm)
- 1/ 2 / 3 /4 /5 pcs charms (bisa dipilih)
",20,0,0,TRUE,,,
Love Loop Bracelet DIY Charm,bracelet,153425,silver,5,"Sparklore Love Pin Bracelet
*SPECIAL SPARKLORE DESIGN*
*LIMITED EDITION*

[Product Description]
Rantai Sparklore LOVE  dirancang untuk penggunaan sehari-hari maupun acara formal, dengan bentuk LOVE ditengah yang dapat dibuka tutup sehingga memudahkan kamu menambahkan charm pilihan sesuai kepribadian. Desain bentuk Love yang manis membuat gelang mu, dengan dan tanpa charm sudah sangat indah dan kamu bisa menambahkan charm apasaja dan darimanasaja yang kamu inginkan. Charm dapat dipasang dan dilepas dengan mudah, memungkinkan penyesuaian charm sesuai kegiatan. Elegan dan fleksibel, sempurna untuk sentuhan personal pada setiap penampilan. 

*Kami menyediakan 3 Pilihan Rantai; Pin,Loop dan Serut, dan 2 pilihan warna; Gołd & Silver*

[Product Care]
1. Penyimpanan: Simpan di tempat kering yang dilapisi bahan lembut untuk mencegah goresan.
2. Perawatan : Kurangi atau hindari terkena parfum, lotion dan zat kimia lainnya supaya menjaga ketahanan lapisan emas dari waktu ke waktu.

Why Sparklore?
- Menggunakan bahan 100% Stainless Steel. & Titanium
- Tidak berkarat dan tidak menghitam.
- Aman untuk kulit sensitif atau alergi.
- Tidak meninggalkan bekas hijau di tangan
- Cocok dipakai sehari-hari, termasuk saat terkena air.
- Warna tahan lama dan tidak mudah pudar.","[Product Details]
- Bahan Gold: Titanium dilapisi emas 18K (Waterproof, Anti karat & Anti Menghitam)
- Bahan Silver : Titanium (Waterproof, Anti karat & Anti Menghitam)
- Ukuran/Panjang Rantai/Gelang Pin & Loop: 14 + 5 cm ( Bisa dilepas jika kepanjangan )
-Panjang Rantai/Gelang Serut : Adjustable Maksimal 20 cm
- Ukuran Love: 11 x 16 mm
- Berat: ≈5g

[Paket Hemat] Harga sudah termasuk:
- 1 pc Rantai Gelang Love (14 + 5 cm)
- 1/ 2 / 3 /4 /5 pcs charms (bisa dipilih)
",20,0,0,TRUE,,,
